CTUID,Neighbourhoods,Metric_Type,Metric_Name,Category,Before_After_Benefit,Value
5350318.01,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350318.01,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,after,2.0
5350318.01,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350318.02,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,before,3.0
5350318.02,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,after,3.0
5350318.02,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350319.00,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350319.00,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350319.00,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350320.01,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350320.01,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350320.01,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350320.02,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350320.02,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350320.02,Newtonbrook West,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350321.01,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350321.01,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350321.01,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350321.02,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350321.02,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350321.02,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350322.01,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,before,3.0
5350322.01,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,after,3.0
5350322.01,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350322.02,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350322.02,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350322.02,Newtonbrook East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350323.01,Bayview Woods-Steeles,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350323.01,Bayview Woods-Steeles,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350323.01,Bayview Woods-Steeles,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350323.02,Bayview Woods-Steeles,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350323.02,Bayview Woods-Steeles,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350323.02,Bayview Woods-Steeles,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350324.01,Bayview Woods-Steeles,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350324.01,Bayview Woods-Steeles,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350324.01,Bayview Woods-Steeles,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350324.02,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350324.02,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350324.02,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350324.03,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350324.03,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350324.03,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350324.05,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350324.05,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350324.05,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350324.06,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350324.06,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350324.06,Hillcrest Village,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350330.00,Guildwood,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350330.00,Guildwood,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350330.00,Guildwood,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350331.01,Guildwood,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350331.01,Guildwood,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350331.01,Guildwood,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350331.03,Scarborough Village,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350331.03,Scarborough Village,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350331.03,Scarborough Village,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350331.04,Scarborough Village,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350331.04,Scarborough Village,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350331.04,Scarborough Village,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350332.00,Scarborough Village,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350332.00,Scarborough Village,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350332.00,Scarborough Village,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350333.00,Cliffcrest,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350333.00,Cliffcrest,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350333.00,Cliffcrest,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350334.00,Cliffcrest,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350334.00,Cliffcrest,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350334.00,Cliffcrest,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350335.00,Cliffcrest,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350335.00,Cliffcrest,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350335.00,Cliffcrest,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350336.00,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350336.00,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350336.00,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350337.01,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350337.01,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350337.01,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350337.02,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350337.02,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350337.02,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350338.00,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350338.00,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350338.00,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350339.00,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350339.00,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350339.00,Birchcliffe-Cliffside,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350340.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350340.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350340.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350341.02,Oakridge,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350341.02,Oakridge,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350341.02,Oakridge,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350341.03,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350341.03,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350341.03,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350341.04,Oakridge,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350341.04,Oakridge,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350341.04,Oakridge,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350342.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350342.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350342.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350343.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350343.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350343.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350344.01,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350344.01,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350344.01,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350344.02,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350344.02,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350344.02,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350345.00,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350345.00,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350345.00,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350346.01,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350346.01,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350346.01,Kennedy Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350346.02,Ionview,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350346.02,Ionview,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350346.02,Ionview,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350347.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350347.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350347.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350348.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350348.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350348.00,Clairlea-Birchmount,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350349.00,Wexford/Maryvale,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350349.00,Wexford/Maryvale,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350349.00,Wexford/Maryvale,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350350.00,Wexford/Maryvale,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350350.00,Wexford/Maryvale,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350350.00,Wexford/Maryvale,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350351.01,Ionview,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350351.01,Ionview,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350351.01,Ionview,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350351.02,Ionview,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350351.02,Ionview,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350351.02,Ionview,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350352.00,Dorset Park,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350352.00,Dorset Park,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350352.00,Dorset Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350353.02,Bendale South,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350353.02,Bendale South,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350353.02,Bendale South,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350353.03,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350353.03,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350353.03,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350353.04,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350353.04,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350353.04,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350354.00,Bendale South,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350354.00,Bendale South,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350354.00,Bendale South,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350355.02,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350355.02,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350355.02,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350355.04,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350355.04,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350355.04,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350355.05,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350355.05,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350355.05,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350355.06,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350355.06,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350355.06,Eglinton East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350356.00,Golfdale-Cedarbrae-Woburn,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350356.00,Golfdale-Cedarbrae-Woburn,Social,Number of Destinations within 30 mins,Hospital,after,1.0
