CTUID,Neighbourhood,Timeframe,Total Destinations
5350378.07,Agincourt South-Malvern West,total_destinations_within_30_mins_before,0
5350378.07,Agincourt South-Malvern West,total_destinations_within_30_mins_diff,0
5350378.08,Agincourt North,total_destinations_within_30_mins_after,0
5350378.08,Agincourt North,total_destinations_within_30_mins_before,0
5350378.08,Agincourt North,total_destinations_within_30_mins_diff,0
5350378.11,Malvern West,total_destinations_within_30_mins_after,0
5350378.11,Malvern West,total_destinations_within_30_mins_before,0
5350378.11,Malvern West,total_destinations_within_30_mins_diff,0
5350378.12,Malvern East,total_destinations_within_30_mins_after,1
5350378.12,Malvern East,total_destinations_within_30_mins_before,1
5350378.12,Malvern East,total_destinations_within_30_mins_diff,0
5350378.14,Agincourt North,total_destinations_within_30_mins_after,0
5350378.14,Agincourt North,total_destinations_within_30_mins_before,0
5350378.14,Agincourt North,total_destinations_within_30_mins_diff,0
5350378.16,Malvern East,total_destinations_within_30_mins_after,0
5350378.16,Malvern East,total_destinations_within_30_mins_before,0
5350378.16,Malvern East,total_destinations_within_30_mins_diff,0
5350378.17,Malvern East,total_destinations_within_30_mins_after,0
5350378.17,Malvern East,total_destinations_within_30_mins_before,0
5350378.17,Malvern East,total_destinations_within_30_mins_diff,0
5350378.18,Milliken,total_destinations_within_30_mins_after,0
5350378.18,Milliken,total_destinations_within_30_mins_before,0
5350378.18,Milliken,total_destinations_within_30_mins_diff,0
5350378.19,Milliken,total_destinations_within_30_mins_after,0
5350378.19,Milliken,total_destinations_within_30_mins_before,0
5350378.19,Milliken,total_destinations_within_30_mins_diff,0
5350378.20,Milliken,total_destinations_within_30_mins_after,0
5350378.20,Milliken,total_destinations_within_30_mins_before,0
5350378.20,Milliken,total_destinations_within_30_mins_diff,0
5350378.21,Milliken,total_destinations_within_30_mins_after,0
5350378.21,Milliken,total_destinations_within_30_mins_before,0
5350378.21,Milliken,total_destinations_within_30_mins_diff,0
5350378.22,Milliken,total_destinations_within_30_mins_after,0
5350378.22,Milliken,total_destinations_within_30_mins_before,0
5350378.22,Milliken,total_destinations_within_30_mins_diff,0
5350378.23,Agincourt North,total_destinations_within_30_mins_after,0
5350378.23,Agincourt North,total_destinations_within_30_mins_before,0
5350378.23,Agincourt North,total_destinations_within_30_mins_diff,0
5350378.24,Agincourt North,total_destinations_within_30_mins_after,0
5350378.24,Agincourt North,total_destinations_within_30_mins_before,0
5350378.24,Agincourt North,total_destinations_within_30_mins_diff,0
5350378.25,Morningside Heights,total_destinations_within_30_mins_after,0
5350378.25,Morningside Heights,total_destinations_within_30_mins_before,0
5350378.25,Morningside Heights,total_destinations_within_30_mins_diff,0
5350378.26,Morningside Heights,total_destinations_within_30_mins_after,0
5350378.26,Morningside Heights,total_destinations_within_30_mins_before,0
5350378.26,Morningside Heights,total_destinations_within_30_mins_diff,0
5350378.27,Morningside Heights,total_destinations_within_30_mins_after,0
5350378.27,Morningside Heights,total_destinations_within_30_mins_before,0
5350378.27,Morningside Heights,total_destinations_within_30_mins_diff,0
5350378.28,Morningside Heights,total_destinations_within_30_mins_after,0
5350378.28,Morningside Heights,total_destinations_within_30_mins_before,0
5350378.28,Morningside Heights,total_destinations_within_30_mins_diff,0
